RA,Ano,Pedra,Defasagem,INDE,IAN,IDA,IEG,IAA,IPS,IPV,Target_Risco,IPP
RA-1582,2024,AGATA,-1,6.472788888966667,5.0,4.5,8.069444444333334,8.334,6.255,6.666666667,1,6.666666667
RA-1583,2024,AMETISTA,-1,7.8197579711000005,5.0,8.166666666666666,7.753623188333333,7.917,6.26,9.006666667,1,9.166666667
RA-450,2024,AMETISTA,-1,7.526188206666666,5.0,7.5,8.954191033333332,8.751,5.63,7.58,1,7.8125
RA-426,2024,AGATA,-1,6.6430030186,5.0,4.833333333333333,7.9050567596666665,7.917,4.38,8.0,1,7.65625
RA-1584,2024,AMETISTA,-1,7.429837830666667,5.0,5.5,9.153439153333332,8.334,7.51,8.1675,1,7.8125
RA-313,2024,AMETISTA,-1,7.2528500000000005,5.0,4.833333333333333,9.666666666666666,8.751,5.63,8.1675,1,7.8125
RA-467,2024,AMETISTA,0,7.7298118421333335,10.0,6.833333333333333,9.140350877333333,7.917,5.01,7.54,0,7.34375
RA-1585,2024,AGATA,-1,6.730367016866668,5.0,4.0,6.775210084333334,10.002,7.51,7.7925,1,7.65625
RA-432,2024,AMETISTA,-1,7.167975,5.0,5.5,10.0,7.501,6.26,7.2875,1,7.34375
RA-1586,2024,AGATA,-1,6.555764327466668,5.0,5.666666666666667,6.128654970666666,10.002,5.01,7.54,1,6.875
RA-470,2024,AGATA,0,6.981130848,10.0,3.3333333333333335,8.011695906666667,9.585,7.51,6.4975,0,7.03125
RA-417,2024,TOPAZIO,0,8.533628557533333,10.0,8.833333333333334,8.401559454333333,8.334,7.51,8.2925,0,8.4375
RA-407,2024,AMETISTA,0,7.0875128168,10.0,3.6666666666666665,7.614522417333333,8.334,6.26,7.875,0,7.96875
RA-1587,2024,AMETISTA,-2,7.34055,5.0,3.75,10.0,9.168,7.51,8.2075,1,7.8125
RA-1588,2024,AMETISTA,0,7.303823728133333,10.0,4.0,8.640618640666666,7.917,7.51,7.415,0,7.5
RA-424,2024,AMETISTA,0,7.341187280733334,10.0,3.3333333333333335,9.616228070333333,8.334,7.51,7.1625,0,7.34375
RA-1193,2024,AGATA,-1,6.6304815790000005,5.0,4.0,7.763157895,8.751,5.635,7.79,1,7.8125
RA-411,2024,AMETISTA,0,7.279762962966667,10.0,4.833333333333333,9.148148147999999,7.083,5.635,7.4125,0,7.291666667
RA-412,2024,TOPAZIO,0,8.044378070166667,10.0,7.333333333333333,8.456140351,8.334,6.26,8.125,0,8.020833333
RA-428,2024,AMETISTA,0,7.534949122800001,10.0,5.0,8.898245614,9.168,5.635,7.625,0,7.5
RA-315,2024,AGATA,-1,6.0768703704,5.0,6.833333333333333,5.918518518666667,0.0,7.51,7.6275,1,7.5
RA-442,2024,AGATA,1,6.905439215666667,10.0,5.0,5.9151960783333335,8.334,5.635,7.8775,0,7.5
RA-301,2024,TOPAZIO,0,8.410830701766667,10.0,9.0,7.4947368423333325,9.168,7.51,8.21,0,8.020833333
RA-1163,2024,TOPAZIO,0,8.6794789474,10.0,7.833333333333333,9.824561403666666,8.334,7.51,8.755,0,8.125
RA-402,2024,QUARTZO,0,5.683064814833333,10.0,4.166666666666667,3.074074074,7.5,6.26,6.1175,0,6.354166667
RA-1589,2024,QUARTZO,-1,5.260851851866667,5.0,2.5,6.259259259333334,0.0,7.51,7.54,1,7.5
RA-1162,2024,AMETISTA,0,7.473167836266667,10.0,5.666666666666667,9.135672514666666,7.917,6.26,7.0375,0,6.875
RA-471,2024,AGATA,0,6.635847117766667,10.0,5.5,7.027568922333333,0.0,7.51,8.0425,0,7.708333333
RA-416,2024,TOPAZIO,1,8.700808577033333,10.0,8.0,8.972709551666666,8.751,7.51,9.13,0,8.541666667
RA-303,2024,AGATA,-2,6.2443426900666665,5.0,5.666666666666667,3.9520467836666664,8.751,7.51,7.535,1,6.875
RA-418,2024,TOPAZIO,1,9.125183333366667,10.0,9.333333333333334,10.0,8.751,7.51,9.0475,0,8.229166667
RA-419,2024,TOPAZIO,1,8.355707894766669,10.0,8.166666666666666,9.382456140666667,7.083,6.26,8.5475,0,8.020833333
RA-420,2024,AMETISTA,1,7.544228947400001,10.0,4.0,9.557894737,8.334,6.26,7.96,0,7.8125
RA-1166,2024,AMETISTA,-1,7.452799122766667,5.0,6.333333333333333,8.498245614,8.334,6.26,8.625,1,8.020833333
RA-425,2024,TOPAZIO,0,9.016616666700001,10.0,9.0,10.0,10.002,6.26,8.8375,0,8.229166667
RA-1590,2024,TOPAZIO,-1,8.1907875086,5.0,8.666666666666666,8.267770876333332,7.917,7.51,8.806,1,10.0
RA-1591,2024,AGATA,-2,6.1707952862,5.0,3.5,6.430976431,7.083,7.51,7.064,1,8.125
RA-273,2024,AGATA,-1,6.5991307798,5.0,4.5,7.323153899,9.168,6.26,6.896,1,8.125
RA-1592,2024,AGATA,-1,6.812545479666667,5.0,5.5,6.854727398333334,7.917,7.51,7.432,1,8.125
RA-457,2024,TOPAZIO,1,8.5892756038,10.0,8.666666666666666,8.743961352333335,8.334,7.51,7.77,0,9.6875
RA-305,2024,AGATA,-1,6.693026811600001,5.0,4.833333333333333,7.898550724666666,8.334,6.26,7.03,1,7.8125
RA-421,2024,TOPAZIO,1,8.488232329,10.0,6.666666666666667,9.540744978333334,8.751,7.51,8.572,0,9.0625
RA-1169,2024,AGATA,-1,6.885305555533334,5.0,6.833333333333333,8.444444444333334,6.25,5.635,6.8,1,7.8125
RA-1593,2024,AGATA,-1,6.638525017333334,5.0,6.5,4.868875086666667,6.249,6.26,8.538,1,9.0625
RA-1594,2024,QUARTZO,-2,5.731267287800001,5.0,3.0,6.112836439,9.585,6.26,5.996,1,6.25
RA-283,2024,AMETISTA,-2,7.9444309524,5.0,8.0,9.761904762,8.751,6.885,7.736,1,7.8125
RA-459,2024,AMETISTA,0,7.233804589400001,10.0,4.666666666666667,8.454106280333333,7.917,5.635,7.366,0,7.8125
RA-454,2024,QUARTZO,-2,5.8522943469666675,5.0,3.6666666666666665,6.633138401666667,9.585,6.255,5.833333333,1,5.416666667
RA-1595,2024,AGATA,0,6.6599304233000005,10.0,2.3333333333333335,7.949735449666666,8.334,6.26,7.021666667,0,7.395833333
RA-1596,2024,AMETISTA,-2,7.261016666766667,5.0,3.3333333333333335,10.0,8.751,7.51,8.226666667,1,8.229166667
RA-170,2024,AMETISTA,-1,7.646383333300001,5.0,8.0,8.5,9.168,5.635,8.028333333,1,7.604166667
RA-1597,2024,AGATA,-1,6.7187063492,5.0,2.8333333333333335,8.412698412666666,7.5,7.51,8.28,1,8.125
RA-1171,2024,AMETISTA,-1,7.6236817459,5.0,7.5,7.230158729999999,8.334,7.51,8.643333333,1,8.645833333
RA-116,2024,AGATA,-2,6.337470707133334,5.0,4.5,7.535353535666666,8.334,5.635,6.73,1,6.875
RA-217,2024,AMETISTA,-1,7.4209164502,5.0,7.833333333333333,8.917748917666666,8.334,6.26,6.994,1,7.125
RA-103,2024,TOPAZIO,0,8.775268254,10.0,9.166666666666666,9.603174603333335,8.334,6.26,8.872,0,7.875
RA-178,2024,AMETISTA,0,7.234168831200001,10.0,4.166666666666667,8.739177489333334,9.585,6.26,6.53,0,7.625
RA-1172,2024,QUARTZO,-1,5.719565079333334,5.0,3.3333333333333335,6.0634920633333325,7.5,6.26,6.196,1,7.25
RA-180,2024,TOPAZIO,2,8.801463636333335,10.0,8.5,9.431818181666666,9.168,7.51,8.674,0,8.125
RA-181,2024,AMETISTA,0,7.439841414133334,10.0,4.333333333333333,8.737373737333334,7.5,6.26,8.436,0,7.625
RA-121,2024,AMETISTA,-2,7.476158297266668,5.0,8.833333333333334,8.152958153,8.751,6.26,6.764,1,7.25
RA-211,2024,TOPAZIO,0,8.283601875933334,10.0,7.0,9.379509379666667,9.585,7.51,7.866,0,7.25
RA-1198,2024,AGATA,-1,6.9217748918,5.0,3.5,9.458874459,8.751,7.51,7.332,1,7.375
RA-110,2024,TOPAZIO,0,8.6324939394,10.0,8.5,9.696969697,9.168,6.255,8.504,0,7.5
RA-189,2024,TOPAZIO,0,8.586533333333334,10.0,8.166666666666666,10.0,10.002,6.255,8.2,0,6.875
RA-127,2024,TOPAZIO,0,8.5605939394,10.0,7.833333333333333,9.488636363666666,8.751,7.51,8.538,0,7.625
RA-115,2024,QUARTZO,-2,5.404184695733334,5.0,4.166666666666667,4.164756812,7.917,6.26,5.726,1,6.75
RA-215,2024,AMETISTA,0,7.045258874400002,10.0,5.666666666666667,6.455627705333334,7.084,6.26,7.432,0,8.0
RA-1598,2024,TOPAZIO,0,8.4656285714,10.0,7.5,8.857142857,9.585,7.51,8.236,0,8.375
RA-1174,2024,AMETISTA,0,7.374213419866667,10.0,5.0,8.349567099333333,8.751,6.26,7.266,0,7.5
RA-192,2024,AGATA,-2,6.882960606066668,5.0,7.166666666666667,6.363636363666667,8.334,7.51,6.9,1,7.125
RA-220,2024,AMETISTA,0,7.6987770562666675,10.0,6.833333333333333,8.198051948,8.751,6.26,7.332,0,7.25
RA-186,2024,TOPAZIO,1,8.325963636333334,10.0,7.166666666666667,9.640151515,7.917,6.26,8.672,0,8.125
RA-1181,2024,AGATA,0,6.2015816738666665,10.0,3.8333333333333335,5.036075036,9.168,6.26,5.862,0,7.125
RA-1599,2024,AMETISTA,-2,7.6059333333333345,5.0,6.5,9.666666666666666,8.334,7.51,7.566,1,7.75
RA-111,2024,TOPAZIO,0,8.667693939400001,10.0,8.333333333333334,9.488636363666666,9.168,6.26,8.74,0,8.125
RA-1600,2024,AGATA,-2,6.750618518533334,5.0,5.666666666666667,8.425925926,8.751,6.26,6.03,1,7.25
RA-1601,2024,AMETISTA,-1,7.2431,5.0,6.5,7.0,8.751,7.51,8.335,1,7.5
RA-176,2024,TOPAZIO,1,8.828632575733334,10.0,8.833333333333334,9.545454545333333,9.585,6.26,8.545,0,8.59375
RA-1602,2024,TOPAZIO,0,8.041889814800001,10.0,7.166666666666667,8.782407407333332,7.917,7.51,7.875,0,7.34375
RA-1603,2024,AMETISTA,-1,7.836518518466668,5.0,8.333333333333334,9.259259258999998,7.5,7.51,7.835,1,7.5
RA-1604,2024,TOPAZIO,-1,8.0118555556,5.0,8.5,7.777777778,9.168,7.51,8.88,1,8.125
RA-193,2024,TOPAZIO,1,8.465046969666668,10.0,7.0,9.848484848333333,8.751,6.26,8.7525,0,8.4375
RA-195,2024,TOPAZIO,1,8.4690496032,10.0,7.833333333333333,9.682539682666667,7.5,6.26,8.965,0,7.96875
RA-196,2024,TOPAZIO,1,8.823550937933334,10.0,8.0,9.689754689666666,8.751,7.51,8.9225,0,8.75
RA-197,2024,TOPAZIO,0,8.568238636333334,10.0,8.333333333333334,9.848484848333333,7.5,6.26,8.795,0,7.96875
RA-229,2024,TOPAZIO,1,8.852545634933334,10.0,8.833333333333334,9.841269841333334,9.585,5.635,8.8375,0,8.28125
RA-202,2024,AMETISTA,-1,7.3512154762,5.0,7.5,7.880952381,8.334,6.26,7.75,1,7.65625
RA-1176,2024,TOPAZIO,1,8.914816269866666,10.0,9.166666666666666,9.682539682666667,8.751,6.26,8.9225,0,8.59375
RA-1177,2024,TOPAZIO,0,8.3233039474,10.0,7.333333333333333,9.824561403666666,8.751,6.26,8.125,0,7.65625
RA-146,2024,TOPAZIO,-2,8.134554885333333,5.0,9.333333333333334,9.514316093333333,8.751,5.635,8.304,1,7.65625
RA-1199,2024,AMETISTA,-2,7.614235714266666,5.0,9.0,8.571428571333334,7.5,5.005,8.466,1,6.5625
RA-1178,2024,TOPAZIO,-1,8.0934746032,5.0,8.333333333333334,9.682539682666667,8.751,6.26,8.696,1,7.5
RA-149,2024,QUARTZO,-2,5.7316173854,5.0,3.8333333333333335,4.104378593666667,9.585,6.26,6.626,1,7.34375
RA-1605,2024,QUARTZO,-1,4.920488888866667,5.0,2.5,5.0694444443333335,0.0,7.51,7.028,1,7.5
RA-107,2024,AGATA,-1,6.676130827066667,5.0,4.666666666666667,7.9949874686666655,7.5,7.51,6.964,1,7.5
RA-184,2024,TOPAZIO,1,8.471456704266666,10.0,8.166666666666666,8.696741854666667,8.751,6.26,9.004,0,7.96875
RA-1606,2024,QUARTZO,-2,5.8216796296,5.0,2.5,5.148148148,8.334,7.51,7.132,1,7.8125
RA-1607,2024,QUARTZO,-1,4.899894444466667,5.0,0.0,6.222222222333333,5.833,5.635,6.762,1,6.5625
RA-1608,2024,AMETISTA,0,7.072539814866667,10.0,5.0,7.199074074333335,8.751,7.51,6.83,0,6.40625
RA-1173,2024,TOPAZIO,0,8.220132915666667,10.0,5.833333333333333,9.665831245,9.168,7.51,8.2,0,8.125
RA-237,2024,AMETISTA,-1,7.931384271366667,5.0,7.666666666666667,9.689754689666666,8.751,6.26,8.336666667,1,7.916666667
RA-147,2024,AMETISTA,-1,7.400477922133334,5.0,6.166666666666667,9.277056277,8.334,7.51,7.386666667,1,7.5
RA-131,2024,AMETISTA,-2,7.263155555633333,5.0,5.0,9.444444444666667,8.751,7.51,7.386666667,1,7.708333333
RA-1609,2024,AMETISTA,-2,7.577233333233334,5.0,6.0,9.666666666666666,8.334,7.51,7.943333333,1,7.708333333
RA-137,2024,AGATA,-2,6.576761183366667,5.0,6.833333333333333,7.582972583,9.585,5.005,6.276666667,1,4.791666667
RA-1184,2024,AMETISTA,-1,7.411701731566668,5.0,7.666666666666667,8.658008657666668,6.666,7.51,7.5,1,7.291666667
RA-138,2024,AMETISTA,-2,7.3860274169,5.0,5.833333333333333,8.751803751666666,9.585,7.51,7.443333333,1,7.708333333
RA-1610,2024,AGATA,-2,6.7023729275666675,5.0,5.166666666666667,7.753697970666667,9.168,7.51,6.106666667,1,7.291666667
RA-1611,2024,AGATA,-2,6.4589186218000005,5.0,4.5,8.361426442,7.083,7.51,5.886666667,1,7.5
RA-1612,2024,AMETISTA,-2,7.014528571366666,5.0,6.166666666666667,8.523809523666666,6.666,7.51,6.94,1,7.708333333
RA-1188,2024,AMETISTA,-1,7.801633333400001,5.0,7.0,10.0,9.168,7.51,7.106666667,1,8.125
RA-1613,2024,AGATA,-2,6.085471428700001,5.0,3.0,7.1428571430000005,8.334,7.51,6.216666667,1,7.291666667
RA-244,2024,TOPAZIO,1,8.7225,10.0,9.5,10.0,7.5,6.26,8.17,0,8.125
RA-267,2024,QUARTZO,-2,5.8963067819666675,5.0,2.0,8.285533910333333,10.002,6.26,6.273333333,1,4.583333333
RA-1189,2024,AMETISTA,-1,7.6486387164,5.0,7.666666666666667,8.672360248333332,9.585,7.51,7.106666667,1,7.5
RA-113,2024,AMETISTA,-1,7.043536903066667,5.0,6.666666666666667,7.063851181666667,8.751,7.51,7.106666667,1,7.5
RA-152,2024,AGATA,-2,6.5837938596,5.0,5.166666666666667,7.337719298333333,7.5,5.63,7.443333333,1,7.8125
RA-318,2024,AMETISTA,-1,7.025000925866668,5.0,4.666666666666667,9.129629629666667,7.917,7.51,7.443333333,1,7.34375
RA-274,2024,TOPAZIO,2,8.651029629666667,10.0,9.333333333333334,9.648148147999999,8.334,5.635,8.226666667,0,8.125
RA-319,2024,AMETISTA,0,7.948699561466667,10.0,5.833333333333333,9.024122807,9.585,7.51,7.666666667,0,7.34375
RA-160,2024,AGATA,-1,6.855108333266668,5.0,5.666666666666667,7.416666666666667,8.334,6.26,7.723333333,1,7.34375
RA-161,2024,AMETISTA,0,7.258445588333334,10.0,4.0,7.965686274666666,8.751,6.26,7.836666667,0,7.96875
RA-1614,2024,AGATA,-1,6.787898989933334,5.0,6.5,6.574494949666668,7.5,7.51,7.11,1,7.5
RA-164,2024,AGATA,-2,6.837125731066667,5.0,5.666666666666667,8.084795321666666,9.585,6.26,6.886666667,1,6.25
RA-165,2024,TOPAZIO,0,8.4627502436,10.0,8.5,9.431042884999998,7.5,7.51,7.893333333,0,7.96875
RA-1615,2024,TOPAZIO,0,8.417533333333333,10.0,8.333333333333334,9.833333333333334,7.917,7.51,7.4575,0,7.5
RA-1616,2024,AMETISTA,-1,7.147738235266668,5.0,6.166666666666667,8.436274509666667,8.334,7.51,7.12,1,7.1875
RA-271,2024,AMETISTA,-1,7.400633333333334,5.0,7.333333333333333,8.958333333333334,9.168,6.26,6.7475,1,7.5
RA-316,2024,TOPAZIO,0,8.708925,10.0,8.0,10.0,9.168,7.51,8.3775,0,7.65625
RA-286,2024,QUARTZO,-1,5.123180882333333,5.0,3.1666666666666665,4.031862745000001,6.666,6.26,5.7825,1,7.34375
RA-320,2024,TOPAZIO,0,8.442258333333335,10.0,6.666666666666667,10.0,9.168,7.51,8.3775,0,7.65625
RA-1207,2024,AGATA,-1,6.509169736866667,5.0,5.333333333333333,6.581140350999999,8.334,7.51,6.5375,1,7.34375
RA-1617,2024,QUARTZO,-1,4.926285714266666,5.0,3.25,5.571428571333333,0.0,7.51,6.1175,1,6.875
RA-158,2024,AGATA,0,6.855159259266667,10.0,4.0,7.796296296333334,8.334,6.26,6.745,0,6.875
RA-306,2024,AGATA,-1,6.1661539474,5.0,2.8333333333333335,7.699561403666666,7.917,7.51,6.4125,1,7.34375
RA-1618,2024,AMETISTA,-1,7.0487660130666665,5.0,6.333333333333333,7.908496732000001,8.334,7.51,6.83,1,7.5
RA-308,2024,AMETISTA,1,7.489282456133334,10.0,6.5,8.714912280666667,7.083,5.635,7.1225,0,7.5
RA-1619,2024,AMETISTA,1,7.393951851866667,10.0,4.25,9.259259259333334,7.501,7.51,7.205,0,7.5
RA-299,2024,TOPAZIO,1,8.177186956533333,10.0,8.166666666666666,8.963768115999999,8.751,6.26,7.5,0,7.5
RA-251,2024,AGATA,-1,6.7135006212,5.0,4.5,8.612836439,8.751,5.63,7.326666667,1,6.875
RA-157,2024,TOPAZIO,1,8.950566666733334,10.0,9.666666666666666,10.0,8.334,6.26,8.726666667,0,8.125
RA-1620,2024,AGATA,-1,6.652766666666667,5.0,5.166666666666667,6.666666666666667,8.751,7.51,7.05,1,7.5
RA-321,2024,TOPAZIO,1,8.125807932933334,10.0,7.166666666666667,9.534706331,7.917,6.26,7.776666667,0,8.125
RA-1195,2024,AMETISTA,-2,7.5085144926666665,5.0,6.166666666666667,9.855072463666666,9.585,5.63,7.663333333,1,7.5
RA-1200,2024,QUARTZO,-1,5.6415838956,5.0,1.5,7.099419478000001,7.917,6.26,6.27,1,7.5
RA-278,2024,TOPAZIO,1,8.907314492800001,10.0,9.333333333333334,9.855072463666666,9.168,7.51,7.946666667,0,8.125
RA-85,2024,AGATA,-2,6.999509385733333,5.0,7.666666666666667,8.668046928999999,8.334,3.755,6.993333333,1,6.25
RA-279,2024,TOPAZIO,1,9.113133333366667,10.0,9.333333333333334,10.0,9.168,7.51,8.726666667,0,8.333333333
RA-1621,2024,TOPAZIO,-1,8.107033333366667,5.0,8.333333333333334,10.0,7.917,6.26,8.446666667,1,8.333333333
RA-280,2024,TOPAZIO,1,8.822714492700001,10.0,9.333333333333334,9.855072463666666,7.917,6.26,8.67,0,8.333333333
RA-1201,2024,TOPAZIO,-1,8.376195238033333,5.0,9.0,9.523809523666666,8.751,7.51,8.56,1,8.333333333
RA-1622,2024,TOPAZIO,-1,8.429066666633334,5.0,9.666666666666666,10.0,8.334,7.51,7.89,1,8.333333333
RA-132,2024,TOPAZIO,0,8.4746321428,10.0,8.333333333333334,8.380952380666665,8.334,7.51,8.44,0,8.59375
RA-42,2024,AMETISTA,-1,7.656628769866667,5.0,8.166666666666666,9.682539682666667,9.168,5.635,7.134,1,6.796875
RA-1623,2024,AMETISTA,0,7.7609537037333345,10.0,6.0,8.518518518666667,9.168,6.26,7.666,0,7.8125
RA-106,2024,AMETISTA,0,7.721664285733334,10.0,5.666666666666667,8.761904762,9.168,5.635,7.872,0,7.8125
RA-123,2024,AGATA,-1,6.887248015866668,5.0,7.166666666666667,8.412698412666666,7.5,5.635,6.43,1,6.71875
RA-125,2024,AGATA,-1,6.627079761933334,5.0,6.166666666666667,5.6428571430000005,8.334,7.51,7.232,1,7.34375
RA-1624,2024,AMETISTA,-1,7.743213492066667,5.0,7.5,9.460317460333334,7.917,7.51,7.636,1,7.8125
RA-1625,2024,AGATA,0,6.888194089266667,10.0,4.333333333333333,7.112887113,7.5,7.51,6.896,0,7.1875
RA-1626,2024,TOPAZIO,0,8.541085606066668,10.0,7.333333333333333,9.696969697,8.751,7.51,8.404,0,8.28125
RA-1627,2024,AMETISTA,-1,7.481547222200001,5.0,7.833333333333333,7.777777777666667,7.083,7.51,8.172,1,7.65625
RA-1628,2024,AMETISTA,0,7.500131368600001,10.0,5.833333333333333,8.509823509666667,8.334,7.51,6.798,0,6.875
RA-112,2024,TOPAZIO,0,8.052609920666667,10.0,8.0,7.978174603333333,7.083,7.51,8.004,0,7.96875
RA-1629,2024,AMETISTA,-1,7.560550529133334,5.0,7.25,8.645502645666667,9.585,7.51,7.266,1,7.1875
RA-91,2024,AMETISTA,-1,7.426704761933335,5.0,7.333333333333333,7.476190476333334,10.002,5.635,8.068,1,7.875
RA-167,2024,TOPAZIO,-1,8.033470175466666,5.0,8.166666666666666,9.473684210666667,8.751,6.26,8.334,1,8.375
RA-1203,2024,TOPAZIO,0,8.9495245614,10.0,9.0,9.649122807,9.168,7.51,8.572,0,8.375
RA-94,2024,TOPAZIO,0,8.637033333333335,10.0,8.0,9.666666666666666,10.002,6.26,8.2,0,8.375
RA-81,2024,TOPAZIO,0,8.256566666666668,10.0,7.5,9.333333333333334,9.168,6.26,7.798,0,7.875
RA-1630,2024,TOPAZIO,0,8.583133333333334,10.0,7.333333333333333,9.833333333333334,8.334,7.51,8.702,0,8.25
RA-171,2024,AMETISTA,-1,7.3289333333333335,5.0,8.333333333333334,7.833333333333333,7.5,5.635,7.598,1,7.625
RA-1220,2024,AMETISTA,-1,7.143244444466667,5.0,7.666666666666667,8.555555555666666,7.083,6.885,6.26,1,7.5
RA-1631,2024,TOPAZIO,-1,8.186433333333333,5.0,7.166666666666667,10.0,9.585,7.51,8.468,1,8.5
RA-1632,2024,TOPAZIO,0,8.389333333333335,10.0,6.666666666666667,10.0,9.168,7.51,8.066,0,7.75
RA-1210,2024,TOPAZIO,0,8.2302,10.0,5.5,10.0,9.585,7.51,8.166,0,7.875
RA-175,2024,TOPAZIO,-1,8.024136842133334,5.0,8.5,9.473684210666667,10.002,6.26,7.766,1,7.5
RA-80,2024,TOPAZIO,0,8.131659175733333,10.0,7.0,7.8961292116666675,8.751,8.13,7.946666667,0,8.75
RA-40,2024,AMETISTA,0,7.098051462066667,10.0,5.333333333333333,7.211257310000001,7.083,8.13,6.276666667,0,8.125
RA-1214,2024,TOPAZIO,0,8.5902971362,10.0,8.0,9.081527348,10.002,8.13,7.663333333,0,8.28125
RA-92,2024,TOPAZIO,0,8.052279017,10.0,7.5,8.769145085,10.002,7.51,6.33,0,7.8125
RA-45,2024,TOPAZIO,0,8.743476190400001,10.0,8.0,9.619047619,7.5,9.38,8.283333333,0,8.75
RA-56,2024,TOPAZIO,0,9.077020175400001,10.0,7.666666666666667,9.265350877333333,10.002,10.0,9.233333333,0,8.4375
RA-57,2024,AMETISTA,0,7.4193804301999995,10.0,6.166666666666667,6.010860484333333,9.585,6.88,7.39,0,8.59375
RA-58,2024,TOPAZIO,0,8.7713289474,10.0,7.333333333333333,9.824561403666666,9.585,7.51,8.62,0,9.0625
RA-78,2024,TOPAZIO,0,8.1780308688,10.0,7.5,8.028404344,8.751,8.755,7.39,0,8.4375
RA-87,2024,TOPAZIO,1,9.437924561333332,10.0,9.166666666666666,9.649122807,8.751,9.375,9.623333333,0,9.375
RA-64,2024,TOPAZIO,0,8.743607059266667,10.0,8.166666666666666,8.980785296666667,10.002,8.135,8.283333333,0,8.4375
RA-48,2024,TOPAZIO,0,8.402390371800001,10.0,7.5,8.339076859,7.917,9.375,8.23,0,8.59375
RA-1230,2024,QUARTZO,0,4.7612000000000005,10.0,0.0,0.0,7.917,7.195,7.5,0,7.5
RA-90,2024,TOPAZIO,2,8.352033333333335,10.0,8.066666666666666,9.0,10.002,6.885,7.5,0,7.5
RA-269,2024,TOPAZIO,2,8.4773,10.0,8.200000000000001,9.6,9.168,7.505,7.5,0,7.5
RA-270,2024,QUARTZO,2,4.79255,10.0,0.0,0.0,9.168,6.2575,7.5,0,7.5
RA-76,2024,TOPAZIO,2,8.152033333333334,10.0,7.066666666666666,9.0,10.002,6.885,7.5,0,7.5
RA-153,2024,QUARTZO,2,4.78185,10.0,0.0,0.0,8.751,6.5675,7.5,0,7.5
RA-1226,2024,AMETISTA,0,7.785233333333334,10.0,6.066666666666666,9.0,8.334,6.885,7.5,0,7.5
RA-93,2024,TOPAZIO,1,8.275550000066668,10.0,7.483333333333333,9.931666667,9.168,6.2575,7.5,0,7.5
RA-119,2024,TOPAZIO,1,8.085299999933333,10.0,7.366666666666667,9.983333333,7.083,6.57,7.5,0,7.5
RA-241,2024,TOPAZIO,2,8.311616666733334,10.0,6.816666666666667,9.891666667,10.002,7.1975,7.5,0,7.5
RA-242,2024,TOPAZIO,2,8.2887,10.0,7.650000000000001,9.621,9.585,6.26,7.5,0,7.5
RA-52,2024,TOPAZIO,2,8.144466666733333,10.0,7.216666666666666,9.437666667,8.751,6.885,7.5,0,7.5
RA-1227,2024,QUARTZO,0,4.8446,10.0,0.0,0.0,8.751,7.195,7.5,0,7.5
RA-245,2024,TOPAZIO,2,8.452633333266668,10.0,8.033333333333333,9.953333333,9.168,6.885,7.5,0,7.5
RA-246,2024,QUARTZO,2,4.7404,10.0,0.0,0.0,8.334,6.57,7.5,0,7.5
RA-1228,2024,QUARTZO,0,4.8761,10.0,0.0,0.0,8.751,7.51,7.5,0,7.5
RA-1229,2024,QUARTZO,0,4.8238,10.0,0.0,0.0,9.168,6.57,7.5,0,7.5
RA-98,2024,TOPAZIO,1,8.617450000000002,10.0,8.9,9.546,9.585,7.1975,7.5,0,7.5
RA-277,2024,TOPAZIO,2,8.0689833334,10.0,6.8999999999999995,9.741666667,8.334,6.5725,7.5,0,7.5
RA-172,2024,TOPAZIO,1,8.128766666666667,10.0,6.933333333333334,9.8,8.751,6.57,7.5,0,7.5
RA-291,2024,AMETISTA,2,7.9319666667333335,10.0,6.166666666666667,9.737666667,8.751,6.26,7.5,0,7.5
RA-86,2024,AMETISTA,0,7.611233333266666,10.0,5.483333333333333,9.704333333,6.667,6.57,7.5,0,7.5
RA-143,2024,AMETISTA,2,7.449366666666667,10.0,2.6333333333333333,9.92,10.002,6.885,7.5,0,7.5
RA-166,2024,TOPAZIO,1,8.243183333333334,10.0,8.266666666666667,9.246,8.334,6.5725,7.5,0,7.5
RA-191,2024,AMETISTA,2,7.7887,10.0,6.3999999999999995,9.571,7.5,5.945,7.5,0,7.5
RA-1236,2024,,0,,10.0,,0.0,,,,0,
RA-1234,2024,,0,,10.0,,0.0,,,,0,
RA-1633,2024,,0,,10.0,,0.0,,,,0,
RA-1248,2024,,0,,10.0,,0.0,,,,0,
RA-1246,2024,,0,,10.0,,0.0,,,,0,
RA-1245,2024,,0,,10.0,,0.0,,,,0,
RA-1244,2024,,0,,10.0,,0.0,,,,0,
RA-1634,2024,,0,,10.0,,0.0,,,,0,
RA-1242,2024,,0,,10.0,,0.0,,,,0,
RA-1250,2024,,0,,10.0,,0.0,,,,0,
RA-1241,2024,,0,,10.0,,0.0,,,,0,
RA-1240,2024,,0,,10.0,,0.0,,,,0,
RA-1249,2024,,0,,10.0,,0.0,,,,0,
RA-1239,2024,,0,,10.0,,0.0,,,,0,
RA-1251,2024,,0,,10.0,,0.0,,,,0,
RA-1264,2024,,0,,10.0,,0.0,,,,0,
RA-1263,2024,,0,,10.0,,0.0,,,,0,
RA-1262,2024,,0,,10.0,,0.0,,,,0,
RA-1261,2024,,0,,10.0,,0.0,,,,0,
RA-1259,2024,,0,,10.0,,0.0,,,,0,
